vector_id, input_vector                                                , PO_388, PO_389, PO_390, PO_391, PO_418, PO_419, PO_420, PO_421, PO_422, PO_423, PO_446, PO_447, PO_448, PO_449, PO_450, PO_767, PO_768, PO_850, PO_863, PO_864, PO_865, PO_866, PO_874, PO_878, PO_879, PO_880
      134, 000001110001010101001100010000011111111110111011001100010111,      1,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      135, 100101011011011101100001011010100000010011101100101001111001,      1,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      1,      1,      1
      136, 010001001011010011110001011010110100110110111010000011100111,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      0
      137, 111101101001011001110000010011000110001101000011101011111000,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1
      138, 001001100111100100101100000001100000010001101001011011100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      0,      0,      0,      0,      0,      1,      1
      139, 001000110101110110110001010101110001001010111001001010001101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      140, 110001101110100001101011011111101011100000000110101101000110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0
      141, 010000101011101010011111001010110101111001011001100010100101,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0
      142, 111110101100110100010011100011011101110000001000110111110100,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      143, 001010101000000010100100001110011101010111110100000101110101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1
      144, 111100001111010100000001001110000011111010110010100011001111,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      1,      0,      0
      145, 100000011101100000100101000001110101110010101001101011010101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1
      146, 101010100010101001000010110000110000000100001000110111000100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1
      147, 001010000011011010100001101010000110101110111100001011100110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      1,      1,      0
      148, 010011111111001111010100010001100011011010000000101100010001,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      0,      0
      149, 000001001011111010000000111110101010010010011111001101000110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      150, 010000010000100100101011101110011000110100100000011011110100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      1
      151, 001000101011010011100011111001011110111101110000001101001101,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      152, 111000011011011101011001001010111000011100001101110100011100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0
      153, 111101110000110010110110101000010101000110110111111110011100,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      154, 111110000010101011001100101111010111110010000111010101010101,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      0,      1
      155, 101000011010000100001001100010011010000010001100011010101010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      1,      1,      1
      156, 011110010000111001000000100010000111001111110100110100111111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      157, 011011010011111000110100011010010101100110001011110001101100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0
      158, 101100100110100100101111110110111101000000011000010010001011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      0,      0,      1,      1,      0,      1,      1,      1,      1
      159, 110010010110011111001101000010000110101011100001110100110100,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      1
      160, 100001010111100110011101110011010101110000000010001011100110,      1,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0
